CO_UNIDADE;CO_CNES;NU_CNPJ_MANTENEDORA;TP_PFPJ;NIVEL_DEP;NO_RAZAO_SOCIAL;NO_FANTASIA;NO_LOGRADOURO;NU_ENDERECO;NO_COMPLEMENTO;NO_BAIRRO;CO_CEP;CO_ATIVIDADE;CO_CLIENTELA;TP_UNIDADE;CO_MUNICIPIO_GESTOR;NU_LATITUDE;NU_LONGITUDE;CO_NATUREZA_JUR;CO_TIPO_ESTABELECIMENTO;CO_ATIVIDADE_PRINCIPAL;STAFF_ACS_ENDEMIAS;STAFF_ADMIN_GESTAO_APOIO;STAFF_DIAG_LAB_IMAGEM;STAFF_ENFERMAGEM;STAFF_FARMACIA;STAFF_MEDICOS;STAFF_ODONTOLOGIA;STAFF_OUTROS;STAFF_OUTROS_SUPERIOR_SAUDE;STAFF_SERVICOS_GERAIS;STAFF_TRANSPORTE_URGENCIA
4,3114E+12;2251388;8,7298E+13;3;3;MUNICIPIO DE LAJEADO;ESTRATEGIA DE SAUDE DA FAMILIA OLARIAS 1;RUA CHRISTIANO SCHNEIDER;238;;OLARIAS;95910272;4;1.0;1;431140;-29,43357085;-51,99339867;1244;Unidade Básica de Saúde;12.0;3;6;0;9;1;5;1;2;11;1;0
4,3114E+12;2251752;;3;1;LABORATORIO DE ANALISES CLINICAS IRION;LABORATORIO LAJEADO;SALDANHA MARINHO;491;SALA 1;CENTRO;95900082;4;1.0;39;431140;-29,467;-51,961;2062;Unidade de Apoio Diagnóstico;2.0;0;1;3;0;2;0;0;0;2;0;0
4,3114E+12;2251779;;3;1;LABORATORIO AUXILIAR LTDA;LABORATORIO AUXILIAR;RUA BENTO GONCALVES;1016;201 A 204;CENTRO;95900026;4;1.0;39;431140;-29,4625514;-51,9642016;2062;Unidade de Apoio Diagnóstico;2.0;0;3;0;7;3;0;0;0;3;0;0
4,3114E+12;2896982;;3;1;VATHE CUIDADOS EM SAUDE LTDA;SAMAR CUIDADOS EM SAUDE;ESPERANTO;1140;;ALTO DO PARQUE;95913052;4;1.0;36;431140;-29,45335022;-51,94357395;2062;Ambulatório;1.0;0;0;0;0;0;0;0;0;0;0;0
4,3114E+12;4003632;;3;1;SULSENIOR RESIDENCIAL GERIATRICO LTDA;SULSENIOR;LEOPOLDO SULZBACH;99;;AMERICANO;95900482;4;1.0;22;431140;-29,45510654;-51,96335793;2062;Casas de Apoio à Saúde;26.0;0;0;0;1;0;0;0;0;0;0;0
4,3114E+12;4085787;;1;1;BARBARA VENDRAMINI MARCHETTI MOREIRA;BARBARA V M MOREIRA;AVENIDA PIRAI;300;SALA 1109;SAO CRISTOVAO;95913148;4;1.0;22;431140;-29,467;-51,961;4000;Ambulatório;1.0;0;0;0;0;0;0;0;0;1;0;0
4,31141E+12;9263454;;1;1;MARIA GORETTI HAMERSKI;MARIA GORETTI HAMERSKI;BENTO GONCALVES;801;803;CENTRO;95900174;4;;22;431140;-29,467;-51,961;4000;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31141E+12;9512586;;1;1;THAIS HOFMANN CACHAFEIRO;THAIS HOFMANN CACHAFEIRO;RUA BENTO GONCALVES;801;SALA 308;CENTRO;95900174;4;1.0;22;431140;-29,46347666;-51,96350813;4000;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31141E+12;7235674;8,7298E+13;3;3;CONSORCIO INTERMUNICIPAL DE SAUDE DO VALE DO RIO TAQUARI C;SAMU 192 LAJEADO SA;AV SETE DE SETEMBRO;992;;MOINHOS;95900832;4;3.0;42;431140;-29,46167378;-51,9766295;1244;Pronto Atendimento;7.0;0;0;0;8;0;12;0;0;0;0;5
4,3114E+12;4015495;;3;1;VALECOR CLINICA MEDICA LTDA;VALECOR CLINICA MEDICA;JOAO ABOTT;1234;;CENTRO;95900080;4;1.0;36;431140;-29,467;-51,961;2062;Ambulatório;1.0;0;0;0;0;0;4;0;0;0;0;0
4,31141E+12;9895361;;1;1;ALINE MACHADO OLIVEIRA;ALINE MACHADO OLIVEIRA;BENJAMIN CONSTANT;1010;SALA 307;CENTRO;95900104;4;1.0;22;431140;-29,46222492;-51,96752071;4000;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,3114E+12;148741;;3;1;CLINICA MEDICA DR GIBRAN LTDA;CLINICA MEDICA DR GIBRAN;AVENIDA BENJAMIN CONSTANT;1010;SALA 103;CENTRO;95900104;4;1.0;22;431140;-29,46225762;-51,96741343;2062;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31141E+12;7562969;;1;1;PATRICIA FORMIGHERI FELDENS;PATRICIA FORMIGHERI FELDENS;RUA JULIO DE CASTILHOS;966;SALA 304;CENTRO;95900022;4;3.0;22;431140;-29,4695691;-51,9620939;4000;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31141E+12;7589980;;1;1;CARINE APARECIDA BERNHARD;CARINE APARECIDA BERNHARD;BENTO GONCALVES;1016;SALA 707;CENTRO;95900026;4;3.0;22;431140;-29,46162707;-51,965096;4000;Ambulatório;1.0;0;0;0;0;0;0;0;0;1;0;0
4,31141E+12;9671986;;3;1;SANTOS MARTH CLINICA MEDICA LTDA;CLINICA PREVINI;RUA FIALHO DE VARGAS;323;SALA 402;CENTRO;95900016;4;1.0;39;431140;-29,46199139;-51,96512818;2062;Unidade de Apoio Diagnóstico;2.0;0;1;0;1;0;2;0;0;1;0;0
4,31141E+12;9694129;;1;1;ETIENE ORTMANN DAOUD;ETIENE ORTMANN DAOUD;BENJAMIN CONSTANT;980;SALA 1003;CENTRO;95900010;4;1.0;22;431140;-29,46254253;-51,96728468;4000;Ambulatório;1.0;0;0;0;0;0;0;0;0;1;0;0
4,3114E+12;77585;;3;1;EXERCITA FISIOTERAPIA LTDA;EXERCITA FISIOTERAPIA;ALBERTO TORRES;452;SALA 210;CENTRO;95900188;4;1.0;36;431140;-29,4641866;-51,96602404;2062;Ambulatório;1.0;0;0;0;0;0;0;0;0;2;0;0
4,31141E+12;9148655;;1;1;LUCIANA DE OLIVEIRA ROSA;LUCIANA DE OLIVEIRA ROSA;AV BENJAMIN CONSTANT;1194;SALA 604;CENTRO;95900056;4;3.0;22;431140;-29,4599278;-51,9685306;4000;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31141E+12;9126406;;1;1;MARIANA MENEGHINI FONTANTA;MARIANA MENEGHINI FONTANA;RUA QUINZE DE NOVEMBRO;630;TERREO;FLORESTAL;95900848;4;1.0;22;431140;-29,4602812;-51,9724612;4000;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,31141E+12;9198199;;3;1;SIMONE R HEINECK CIA LTDA ME;SORRISO DO VALE;RUA IRMAO EMILIO CONRADO;139;SALA 2;FLORESTAL;95900704;4;3.0;22;431140;-29,45777833;-51,97349668;2062;Ambulatório;1.0;0;2;0;0;0;0;2;0;0;0;0
4,3114E+12;49514;;3;1;HERINGER SERVICOS MEDICOS LTDA;HERINGER MEDICINA;RUA HELMUTH CARLOS GLUFKE;131;APTO 303;UNIVERSITARIO;95914080;4;1.0;22;431140;-29,44196144;-51,95468903;2062;Ambulatório;1.0;0;0;0;0;0;0;0;0;0;0;0
4,31141E+12;9768793;;3;1;CLAUDINEI MARION EIRELI;MARION ODONTOLOGIA;RUA SANTOS FILHO;216;SALA 305;CENTRO;95900186;4;1.0;22;431140;-29,46420528;-51,96371198;2305;Ambulatório;1.0;0;0;0;0;0;0;0;0;0;0;0
4,31141E+12;9304827;;3;1;DEBORA BOLSI DE VASCONCELOS EIRELI;DEBORA BOLSI DE VASCONCELOS EIRELI;BENJAMIN CONSTANT;852;603;CENTRO;95900104;4;1.0;22;431140;-29,467;-51,961;2062;Ambulatório;1.0;0;1;0;0;0;1;0;0;0;0;0
4,31141E+12;9283579;;3;1;CIRURGIA TORACICA LAJEADO LTDA;CIRURGIA TORACICA LAJEADO;BENTO GONCALVES;801;603;CENTRO;95900174;4;;22;431140;-29,467;-51,961;2240;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31141E+12;9516832;;1;1;JOAO AUGUSTO POLESI BERGAMASCHI;JOAO AUGUSTO POLESI BERGAMASCHI;OSCAR CHAVES GARCIA;100;;CENTRO;95900058;4;1.0;22;431140;-29,45932905;-51,97108269;4000;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31141E+12;5329949;;3;1;FISIOFORMA REABILITACAO FISIOTERAPEUTICA LTDA;FISIOFORMA REABILITACAO FISIOTERAPEUTICA;RUA MARECHAL DEODORO;312;SALA 101;CENTRO;95900172;4;3.0;22;431140;-29,4691119;-51,9658053;2062;Ambulatório;1.0;0;0;0;0;0;0;0;0;1;0;0
4,31141E+12;5330017;;1;1;MERCEDES SARAIVA RUBIM;MERCEDES SARAIVA RUBIM;BENJAMIN CONSTANT;648;;CENTRO;95900106;4;3.0;22;431140;-29,467;-51,961;4000;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31141E+12;9658718;;3;1;SINERGIA CLINICA DE FISIOTERAPIA E CUIDADOS EM SAUDE LTDA;SINERGIA CLINICA DE FISIOTERAPIA E CUIDADOS EM SAUDE;AVENIDA BENJAMIN CONSTANT;5639;SALA 1;BOM PASTOR;95905770;4;1.0;39;431140;-29,4479316;-52,00665951;2062;Unidade de Reabilitação;4.0;0;1;0;0;0;0;0;0;4;1;0
4,31141E+12;9477713;;1;1;BRUNA KARLA PEROZZO;BRUNA KARLA PEROZZO;AVENIDA ALBERTO MULLER;586;;ALTO DO PARQUE;95913265;4;1.0;22;431140;-29,4498634;-51,9529596;4000;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31141E+12;9498397;;3;1;UNIMED COOPERATIVA DE SERVICOS DE SAUDE DOS VALES DO TAQUA;UNIMED VTRP;AV PIRAI;155;;SAO CRISTOVAO;95913148;4;1.0;22;431140;-29,4467742;-51,9652182;2143;Ambulatório;1.0;0;3;0;0;2;1;0;0;0;0;0
4,31141E+12;9545921;;3;1;CLINICA GERIATRICA CANTINHO DO CEU LTDA;CLINICA GERIATRICA CANTINHO DO CEU;RUA OLAVO BILAC;422;;FLORESTAL;95900612;4;1.0;22;431140;-29,45648915;-51,97024584;2062;Casas de Apoio à Saúde;26.0;0;2;0;2;0;0;0;0;0;0;0
4,3114E+12;4043200;;3;1;AMO SAUDE LTDA;CLINICA AMO;RUA 17 DE DEZEMBRO;661;;HIDRAULICA;95900210;4;1.0;36;431140;-29,467;-51,961;2062;Ambulatório;1.0;0;0;0;0;0;0;2;0;0;0;0
4,3114E+12;4088336;;3;1;CLINICA CAMINHOS DA VIDA LTDA;CLINICA CAMINHOS DA VIDA;GENERAL CANDIDO COSTA;280;;HIDRAULICA;95900268;4;1.0;22;431140;-29,4583762;-51,95760727;2062;Casas de Apoio à Saúde;26.0;0;0;0;4;0;1;0;2;2;0;0
4,31141E+12;9595465;;3;1;ENSEG ENGENHARIA DE SEGURANCA DO TRABALHO LTDA;ENSEG ENGENHARIA DE SEGURANCA DO TRABALHO;SALDANHA MARINHO;167;;CENTRO;95900020;4;2.0;22;431140;-29,46067424;-51,96451664;2062;Central de Referência em Sáude do Trabalhador;20.0;0;0;0;0;0;1;0;2;0;0;0
4,3114E+12;3828468;;3;1;MARCOS SAMUEL VOLLMER EIRELI;RESIDENCIAL GERIATRICO ALIANCA;AVENIDA SETE DE SETEMBRO;956;;MOINHOS;95900010;4;1.0;22;431140;-29,46125341;-51,97631836;2062;Casas de Apoio à Saúde;26.0;0;0;0;1;0;1;0;0;1;0;0
4,31141E+12;9970827;;1;1;PEDRO HENRIQUE LOPES;PEDRO HENRIQUE LOPES;AVENIDA BENJAMIN CONSTANT;980;SALA 603;CENTRO;95900104;4;1.0;22;431140;-29,46253786;-51,96724176;4000;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31141E+12;9950168;;3;1;COMPANHIA MINUANO DE ALIMENTOS;MINUANO;RUA CARLOS SPOHR FILHO;918;;MOINHOS;95901034;4;1.0;22;431140;-29,46834335;-51,97534204;2054;Ambulatório;1.0;0;0;0;5;0;2;0;0;0;0;0
4,3114E+12;2865947;;3;1;LEONEL ALVES CASTRO SERVICOS MEDICOS;LEONEL ALVES CASTRO SERVICOS MEDICOS LTDA;GUANABARA;97;AP 304;SAO CRISTOVAO;95913122;4;1.0;22;431140;-29,4450175;-51,9697529;2062;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,3114E+12;49719;;3;1;ATKINSON PROFISSIONAIS DA SAUDE SS LTDA;ATKINSON PROFISSIONAIS DA SAUDE;AVENIDA BENJAMIN CONSTANT;980;SALA 406;CENTRO;95900104;4;1.0;22;431140;-29,46265463;-51,96734905;2240;Ambulatório;1.0;0;0;0;0;0;0;0;0;0;0;0
4,31141E+12;7597959;;1;1;ALINE ALMEIDA HECK;ALINE ALMEIDA HECK;BENJAMIN CONSTANT;1025;SALA 107;CENTRO;95900010;4;3.0;22;431140;-29,46177654;-51,96709156;4000;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31141E+12;7863292;;1;1;LAUREN MALLMANN;LAUREN MALLMANN;BENJAMIN CONSTANT;760;SALA 203;CENTRO;95900106;4;3.0;22;431140;-29,467;-51,961;4000;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,3114E+12;496022;;3;1;R S G SERVICOS MEDICOS LTDA;R S G SERVICOS MEDICOS;RUA BENTO GONCALVES;801;SALA 804;CENTRO;95900174;4;1.0;22;431140;-29,46341594;-51,9636637;2240;Ambulatório;1.0;0;0;0;0;0;5;0;0;0;0;0
4,31141E+12;7159374;;1;1;LIANE PEDO;LIANE PEDO;AVENIDA BENJAMIN CONSTANT;500;402;CENTRO;95900106;4;3.0;22;431140;-29,4599278;-51,9685306;4000;Ambulatório;1.0;0;0;0;0;0;0;0;0;1;0;0
4,3114E+12;181498;8,7298E+13;3;3;MUNICIPIO DE LAJEADO;Unidade Básica de Saúde NOVO TEMPO;RUA ARNOLDO UHRY;2150;;SANTO ANTONIO;95901720;4;3.0;1;431140;-29,48400669;-51,98954701;1244;Unidade Básica de Saúde;12.0;2;2;0;4;0;8;2;1;1;1;0
4,31141E+12;9966056;;3;1;LAJEMED SERVICOS MEDICOS E REABILITACAO LTDA;FISIOCENTER;RUA TIRADENTES;631;;CENTRO;95900076;4;1.0;39;431140;-29,46167612;-51,96933389;2062;Unidade de Apoio Diagnóstico;2.0;0;0;0;0;0;0;0;0;0;0;0
4,31141E+12;6315542;;3;1;CENTRO AVANCADO DE FISIOTERAPIA LTDA;CENTRO AVANCADO DE FISIOTERAPIA;RUA PINHEIRO MACHADO;549;;CENTRO;95900078;4;1.0;39;431140;-29,4623728;-51,9689411;2062;Ambulatório;1.0;0;0;0;0;0;0;0;0;0;0;0
4,31141E+12;6326641;;3;1;BARGHOUTI FRISCHENBRUDER LTDA;CENTRO AVANCADO DE ORTOPEDIA;R PINHEIRO MACHADO;549;SALA 01;CENTRO;95900078;4;1.0;39;431140;-29,4618139;-51,96838975;2062;Ambulatório;1.0;0;0;0;0;0;2;0;0;0;0;0
4,3114E+12;314145;8,7298E+13;3;3;MUNICIPIO DE LAJEADO;ACADEMIA DA SAUDE JARDIM DO CEDRO;JOAO FERNANDO SCHNEIDER;400;;JARDIM DO CEDRO;95901374;4;2.0;74;431140;-29,4766153;-51,9913349;1244;Polo de Prevenção de Doenças e Agravos e Promoção da Saúde;16.0;0;0;0;0;0;0;0;1;0;0;0
4,31141E+12;5272092;;3;1;CARDIO CLINICA DO VALE;CARDIO CLINICA DO VALE;BENTO GONCALVES;801;501;CENTRO;95900174;4;3.0;22;431140;-29,46349534;-51,96355104;2240;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31141E+12;5919207;;3;1;ODONTO CLINICA LOPES LTDA;ODONTO CLINICA LOPES;PINHEIRO MACHADO;645;;CENTRO;95900024;4;1.0;22;431140;-29,46231834;-51,96923733;2240;Ambulatório;1.0;0;0;0;0;0;0;1;0;1;0;0
4,31141E+12;5919223;;1;1;SUZANA ELESBAO DE BORBA;SUZANA ELESBAO DE BORBA;ALBERTO TORRES;517;702;CENTRO;95900188;4;3.0;22;431140;-29,46398109;-51,96674824;4000;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31141E+12;6748988;;1;1;AMANDA NICOLINI;AMANDA NICOLINI;MARIO CATTOI;108;;CENTRO;95900060;4;3.0;22;431140;-29,4591599;-51,9696197;4000;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,31141E+12;6754597;;1;1;ROBERTO MARTINS;ROBERTO MARTINS;RUA DUQUE DE CAXIAS;826;LJ103;CENTRO;95900174;4;3.0;22;431140;-29,45725518;-51,96792841;4000;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31141E+12;6430333;;1;1;VERA LUCIA GIRARDON ANTUNES SPIELMANN;VERA LUCIA GIRARDON ANTUNES SPIELMANN;RUA BENTO GONCALVES;801;405;CENTRO;95900174;4;1.0;22;431140;-29,4634393;-51,96355104;4000;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,31141E+12;5280095;;1;1;ROGERIO LUIS CABRAL;ROGERIO LUIS CABRAL;AV BENJAMIM CONSTANT;1058;400;CENTRO;95900104;4;3.0;22;431140;-29,46200073;-51,96767092;4000;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31141E+12;9851542;;3;1;CLINICA ABM DIAGNOSTICA LTDA;IMAGEM;DAS CAMELIAS;25;;ALTO DO PARQUE;95913355;4;1.0;39;431140;-29,45401351;-51,95074081;2062;Unidade de Apoio Diagnóstico;2.0;0;0;0;0;0;3;0;0;0;0;0
4,31141E+12;9734228;;3;1;RD SERVICOS MEDICOS SS LTDA;RD SERVICOS MEDICOS;OSCAR CHAVES GARCIA;100;;FLORESTAL;95900058;4;1.0;22;431140;-29,45915156;-51,9716835;2240;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31141E+12;7761546;;1;1;RAFAEL ARMANDO SEEWALD;RAFAEL ARMANDO SEEWALD;RUA BENTO GONCALVES;801;SALA 603;CENTRO;95900174;4;3.0;22;431140;-29,46345798;-51,96346521;4000;Ambulatório;1.0;0;0;0;0;0;0;0;0;0;0;0
4,31141E+12;7068549;;1;1;ANGELA CECCONELLO PARIZOTTO;ANGELA CECCONELLO PARIZOTTO;BENJAMIN CONSTANT;1126;APTO 301;CENTRO;95900104;4;3.0;22;431140;-29,46186995;-51,96767092;4000;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31141E+12;7935056;8,7298E+13;3;3;MUNICIPIO DE LAJEADO;ACADEMIA DA SAUDE OLARIAS;CHRISTIANO SCHNEIDER;238;SALA 2;OLARIAS;95910272;4;2.0;74;431140;-29,43355216;-51,99339867;1244;Polo de Prevenção de Doenças e Agravos e Promoção da Saúde;16.0;0;0;0;0;0;0;0;2;0;0;0
4,31141E+12;9972080;;3;1;BRF S AA;BRF;RUA CARLOS SPHOR FILHO;2836;;MOINHOS;95901178;4;1.0;22;431140;-29,46267331;-51,99065208;2046;Ambulatório;1.0;0;0;0;5;0;1;0;0;3;0;0
4,3114E+12;379247;;3;1;COMERCIO DE MEDICAMENTOS BRAIR LTDA;SAO JOAO FARMACIAS;AVENIDA SENADOR ALBERTO PASQUALINI;1550;;SAO CRISTOVAO;95913160;4;1.0;43;431140;-29,44734301;-51,96418405;2062;Farmácia;8.0;0;0;0;0;1;0;0;0;0;0;0
4,3114E+12;258717;;3;1;COMERCIO DE MEDICAMENTOS BRAIR LTDA;SAO JOAO FARMACIAS;AVENIDA SENADOR ALBERTO PASQUALINI;745;LOJA 01;AMERICANO;95900560;4;1.0;43;431140;-29,44976275;-51,96457028;2062;Farmácia;8.0;0;0;0;0;1;0;0;0;0;0;0
4,31141E+12;7445032;8,7298E+13;3;3;MUNICIPIO DE LAJEADO;UNIDADE DE Pronto Atendimento DE LAJEADO UPA 24H;ROD ERS 413;3480;;MOINHOS DAGUA;95904500;4;3.0;73;431140;-29,46116934;-51,99913859;1244;Pronto Atendimento;7.0;0;17;0;66;10;94;0;1;5;0;0
4,31141E+12;7445695;;1;1;SUSIANE ALLGAYER;CONSULTORIO DENTARIO SUSIANE ALLGAYER;RUA BENTO GONCALVES;801;205;CENTRO;95900174;4;1.0;22;431140;-29,4625514;-51,9642016;4000;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,3114E+12;456535;;3;1;ALEXANDRE JUNG LTDA;ALEXANDRE JUNG;AVENIDA BENJAMIN CONSTANT;1058;SALA 206;CENTRO;95900104;4;1.0;39;431140;-29,46197271;-51,96772456;2062;Unidade de Reabilitação;4.0;0;0;0;0;0;0;0;0;1;0;0
4,31141E+12;7316925;;1;1;FABIO GUARNIERI;FABIO GUARNIERI;RUA BENTO GOLCALVES;1016;401;CENTRO;95900026;4;3.0;22;431140;-29,467;-51,961;4000;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,31141E+12;7046677;;1;1;BIANCA COLETTI SCHAUREN;BIANCA COLETTI SCHAUREN;BENTO GONCALVES;801;707;CENTRO;95900174;4;3.0;22;431140;-29,46342061;-51,96355104;4000;Ambulatório;1.0;0;0;0;0;0;0;0;0;1;0;0
4,31141E+12;7053487;;1;1;TATIANA GERHARDT;TATIANA GERHARDT;CEL JOAO BATISTA DE MELLO;351;1;CENTRO;95900182;4;3.0;22;431140;-29,46467234;-51,96494579;4000;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,3114E+12;2953854;;3;1;CLINICA GERIATRICA ROSA DE SARON LTDA;CLINICA GERIATRICA ROSA DE SARON;JULIO FRANCISCO BORN;137;;FLORESTAL;95900716;4;3.0;22;431140;-29,4585056;-51,9746405;2062;Casas de Apoio à Saúde;26.0;0;2;0;2;0;1;0;3;1;2;0
4,31141E+12;5519608;8,7298E+13;3;3;MUNICIPIO DE LAJEADO;CONSISA VRT;RODOVIA ERS 130;3665;SALA 08;MONTANHA;95905070;4;3.0;4;431140;-29,45256547;-51,9814682;1244;Central de Regulação;23.0;0;13;0;0;2;73;1;0;11;1;0
4,31141E+12;9468641;;3;1;AERO ASSISTENCIAL LTDA;AERO ASSISTENCIAL;RUA PINHEIRO MACHADO;608;;CENTRO;95900078;4;1.0;36;431140;-29,4623728;-51,9689411;2062;Ambulatório;1.0;0;3;0;1;0;3;0;0;0;0;1
4,3114E+12;4044991;;1;1;LUCIANO VALLI DA FONTOURA;LUCIANO VALLI DA FONTOURA;AVENIDA BENJAMIN CONSTANT;760;SALA 903;CENTRO;95904312;4;1.0;22;431140;-29,467;-51,961;4000;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,3114E+12;4043928;;3;1;RAIA DROGASIL S A;DROGA RAIA LAJEADO A;JULIO DE CASTILHOS;1192;LOJA 05;CENTRO;95900022;4;1.0;43;431140;-29,46076766;-51,96698427;2046;Farmácia;8.0;0;0;0;0;4;0;0;0;0;0;0
4,3114E+12;3627748;;3;1;CLINICA SOTELO LTDA;CLINICA SOTELO;RUA MARECHAL DEODORO;491;CASA;CENTRO;95900124;4;3.0;22;431140;-29,4691119;-51,9658053;2062;Ambulatório;10.0;0;0;0;0;0;1;0;0;0;0;0
4,3114E+12;131121;;1;1;LUCAS XAVIER DA LUZ;LUCAS XAVIER DA LUZ;TIRANDENTES;493;;CENTRO;95900028;4;1.0;22;431140;-29,46097317;-51,96819663;4000;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,3114E+12;282855;;3;1;HUMANIZA CENTRO TERAPEUTICO LTDA;HUMANIZA CENTRO TERAPEUTICO;RUA PERNAMBUCO;244;;SAO CRISTOVAO;95913212;4;1.0;36;431140;-29,44581078;-51,95949554;2062;Unidade de Atenção Psicossocial;11.0;0;0;0;0;0;0;0;0;2;0;0
4,31141E+12;9198229;;1;1;RAFAEL ROSSINI;RAFAEL ROSSINI;AV BENJAMIN CONSTANT;1010;SALA 301;CENTRO;95900104;4;3.0;22;431140;-29,46209414;-51,96758509;4000;Ambulatório;1.0;0;0;0;0;0;0;0;0;0;0;0
4,31141E+12;6543294;;3;1;LABORATORIO HERMANN LTDA;LABORATORIO HERMANN FILIAL 02;AVENIDA SENADOR ALBERTO PASQUALINI;1656;;SAO CRISTOVAO;95913160;4;2.0;39;431140;-29,467;-51,961;2062;Unidade de Apoio Diagnóstico;2.0;0;1;4;0;1;0;0;0;0;0;0
4,31141E+12;5385695;;1;1;DEISE MARA ZAMBIASI;DEISE MARA ZAMBIASI;RUA JOAO BATISTA DE MELLO;431;302;CENTRO;95900182;4;3.0;22;431140;-29,467;-51,961;4000;Ambulatório;1.0;0;0;0;0;0;0;0;0;1;0;0
4,31141E+12;5385709;;1;1;JORGE ALBERTO FRISCHENBRUDER;JORGE ALBERTO FRISCHENBRUDER;RUA PINHEIRO MACHADO;549;;CENTRO;95900078;4;3.0;22;431140;-29,4623728;-51,9689411;4000;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31141E+12;7436637;;3;1;RADIOLOGIA ODONTOLOGICA DOS VALES LTDA EPP;ODONTORADIO;BENJAMIN CONSTANT;852;501;CENTRO;95900104;4;3.0;22;431140;-29,467;-51,961;2062;Unidade de Apoio Diagnóstico;2.0;0;0;0;0;0;0;1;0;0;0;0
4,31141E+12;7392885;;1;1;MARCELO NIEMIEC TEIXEIRA;MARCELO NIEMIEC TEIXEIRA;RUA JULIO DE CASTILHOS;910;SALA 503;CENTRO;95900022;4;3.0;22;431140;-29,4695691;-51,9620939;4000;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31141E+12;7392893;;1;1;CARLOS SANDRO PINTO DORNELES;CARLOS SANDRO PINTO DORNELES;RUA SIDONIA MARIA PREDIGER;93;SALA 3;SAO CRISTOVAO;95913164;4;3.0;22;431140;-29,4494451;-51,96312189;4000;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31141E+12;7452381;;1;1;LUCI PILATI;LUCI PILATI;AVENIDA BENJAMIN CONSTANT;1194;SALA 604;CENTRO;95900056;4;3.0;22;431140;-29,4599278;-51,9685306;4000;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31141E+12;5280060;;1;1;LEONARDO QUADROS DA MOTTA;LEONARDO QUADROS DA MOTTA;RUA PINHEIRO MACHADO;640;;CENTRO;95900078;4;3.0;22;431140;-29,4623728;-51,9689411;4000;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31141E+12;5280109;;1;1;SANDRA HELEN CHIARI CABRAL;SANDRA HELEN CHIARI CABRAL;RUA BENJAMIM CONSTANT;1058;406;CENTRO;95900104;4;3.0;22;431140;-29,4620381;-51,967628;4000;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31141E+12;5503736;;1;1;TANARA REGINA EIDELMWEIN KRAEMER;TANARA REGINA EIDELMWEIN KRAEMER;RUA BENTO GONCALVES;1016;702;CENTRO;95900174;4;3.0;22;431140;-29,46151498;-51,96518183;4000;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,31141E+12;6661742;;3;1;DANIELA KAMPHORST;PRODENTAL LABORATORIO DENTARIO;LIBERATO SALZANO VIEIRA DA CUNHA;420;CASA;AMERICANO;95900470;4;3.0;39;431140;-29,45628363;-51,96142673;2135;Laboratório de Protese Dentária;27.0;0;0;0;0;0;0;0;1;0;0;0
