CO_UNIDADE;CO_CNES;NU_CNPJ_MANTENEDORA;TP_PFPJ;NIVEL_DEP;NO_RAZAO_SOCIAL;NO_FANTASIA;NO_LOGRADOURO;NU_ENDERECO;NO_COMPLEMENTO;NO_BAIRRO;CO_CEP;CO_ATIVIDADE;CO_CLIENTELA;TP_UNIDADE;CO_MUNICIPIO_GESTOR;NU_LATITUDE;NU_LONGITUDE;CO_NATUREZA_JUR;CO_TIPO_UNIDADE;CO_TIPO_ESTABELECIMENTO;CO_ATIVIDADE_PRINCIPAL;STAFF_ACS_ENDEMIAS;STAFF_ADMIN_GESTAO_APOIO;STAFF_DIAG_LAB_IMAGEM;STAFF_ENFERMAGEM;STAFF_FARMACIA;STAFF_MEDICOS;STAFF_ODONTOLOGIA;STAFF_OUTROS;STAFF_OUTROS_SUPERIOR_SAUDE;STAFF_SERVICOS_GERAIS;STAFF_TRANSPORTE_URGENCIA
4,31491E+12;9328017;;1;1;FERNANDA SCHETTINI ROSA;FERNANDA SCHETTINI ROSA;AV GETULIO VARGAS;1691;803;MENINO DEUS;90150005;4;1.0;22;431490;-30.06;-51.22;4000;;Ambulatório;1.0;0;0;0;0;0;0;0;0;1;0;0
4,31491E+12;9279415;;1;1;BARBARA PETERMANN;BARBARA PETERMANN;AV OSVALDO ARANHA;1022;812;BOM FIM;90035191;4;1.0;22;431490;-30.03;-51.23;4000;;Ambulatório;1.0;0;0;0;0;0;0;0;0;0;0;0
4,31491E+12;9281665;;3;1;CLINICA DRA DENISE UHLMANN LTDA ME;CLINICA DRA DENISE UHLMANN;AV CRISTOVAO COLOMBO;1636;305;FLORESTA;90560001;4;1.0;36;431490;-30.02;-51.21;2062;;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,31491E+12;9472010;;1;1;JUVENAL JORGE DAL CASTEL;JUVENAL JORGE DAL CASTEL;RUA TOMAZ FLORES;129;;BOM FIM;90035201;4;1.0;22;431490;-30.03;-51.21;4000;;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,3149E+12;251305;;3;1;INSTITUTO LICITAMED;INSTITUTO LICITAMED;RUA CONDE DE PORTO ALEGRE;14;;FLORESTA;90220210;4;1.0;36;431490;-30.01;-51.21;3999;;Ambulatório;1.0;0;1;0;0;0;1;0;0;0;0;0
4,3149E+12;260185;;1;1;HENRI ERNI SCHERER;HENRI ERNI SCHERER;AV ASSIS BRASIL;S/N;;CRISTO REDENTOR;91130190;4;1.0;22;431490;-30.01;-51.16;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,3149E+12;72621;;3;1;ASSOCIACAO BENEFICIENTE SAO MIGUEL ABSM;ASSOCIACAO BENEFICIENTE SAO MIGUEL ABSM;RUA RAMIRO BARCELOS;630;SALA 1011;MOINHOS DE VENTO;90035001;4;1.0;36;431490;-30.02;-51.21;3999;;Ambulatório;1.0;0;1;0;1;0;1;0;0;0;0;0
4,31491E+12;5356903;;1;1;CLAUDIO CORA MOTTIN;CLAUDIO CORA MOTTIN;AV IPIRANGA;6690;801;JARDIM BOTANICO;90610000;4;1.0;22;431490;-30.05;-51.18;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;5356970;;1;1;DIOVANNE BERLEZE;DIOVANNE BERLEZE;AV IPIRANGA;6690;302;JARDIM BOTANICO;90610000;4;1.0;22;431490;-30.06;-51.19;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;5357071;;1;1;LETICIA BISCAINO ALVES;LETICIA BISCAINO ALVES;AV IPIRANGA;6690;801;JARDIM BOTANICO;90610000;4;1.0;22;431490;-30.06;-51.19;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;5358299;;1;1;WALTER LOPES SCHUMACHER;WALTER LOPES SCHUMACHER;RUA COSTA;30;806;MENINO DEUS;90110270;4;1.0;22;431490;-30.05;-51.22;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;5359678;;1;1;ROSANE MARIA MORESCO;ROSANE MARIA MORESCO;RUA ANTENOR LEMOS;57;SALA 307;MENINO DEUS;90850100;4;1.0;22;431490;-30.05;-51.22;4000;;Ambulatório;1.0;0;0;0;0;0;3;0;0;0;0;0
4,31491E+12;5362768;;1;1;ANGELA FALKENBERG FLORICKE;ANGELA FALKENBERG FLORICKE;RUA GEN JOAO TELLES;542;602;BOM FIM;90035120;4;1.0;22;431490;-30.03;-51.23;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;5363640;;1;1;ISABEL CRISTINA CAMARGO COLLAR;ISABEL CRISTINA CAMARGO COLLAR;AV IPIRANGA;6690;CJ 411;JARDIM BOTANICO;90610000;4;1.0;22;431490;-30.05;-51.19;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;5364043;;1;1;DANIELA AUMOND;DANIELA AUMOND;AV GETULIO VARGAS;689;;MENINO DEUS;90150003;4;1.0;22;431490;-30.05;-51.23;4000;;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,31491E+12;5375894;;1;1;ELIANE MOSMANN;ELIANE MOSMANN;RUA MARCOS MOREIRA;119;SALAS 206 207;JARDIM IPIRANGA;91350040;4;1.0;22;431490;-30.06;-51.18;4000;;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,31491E+12;5376084;;3;1;VIDEOGASTRO CLINICA MEDICA LTDA;VIDEOGASTRO CLINICA MEDICA LTDA;RUA DOM PEDRO II;1220;CJ 501;SAO JOAO;90550141;4;1.0;36;431490;-30.0;-51.19;2062;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;5351596;;1;1;FLAVIO FERREIRA DINIZ;FLAVIO FERREIRA DINIZ;RAMIRO BARCELOS;910;601;MOINHOS DE VENTO;90035001;4;3.0;22;431490;-30.02;-51.21;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;5358396;;1;1;MAUREN GROISMAN PAPADOPOL;MAUREN GROISMAN PAPADOPOL;RUA MARQUES DO POMBAL;783;606;MOINHOS DE VENTO;90540001;4;3.0;22;431490;-30.02;-51.21;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;5358434;;1;1;GISELE RODRIGUES LOBATO;GISELE RODRIGUES LOBATO;COMENDADOR CAMINHA;128;702;MOINHOS DE VENTO;90430030;4;3.0;22;431490;-30.02;-51.21;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;5365309;;3;1;SOCILAP SERV CIRURGIA ONCOLOGICA GERAL VIDEOCIRURG S S LTDA;SOCILAP;AV SOLEDADE;569;910 TB;TRES FIGUEIRAS;90470340;4;1.0;36;431490;-30.03;-51.17;2232;;Ambulatório;1.0;0;0;0;0;0;2;0;0;0;0;0
4,31491E+12;5365570;;1;1;ARACI MEIRE FERREIRA LEITE;ARACI MEIRE FERREIRA LEITE;RUA MARQUES DO POMBAL;783;303;MOINHOS DE VENTO;90550120;4;1.0;22;431490;-30.03;-51.23;4000;;Ambulatório;1.0;0;0;0;0;0;0;0;0;0;0;0
4,31491E+12;5367719;;1;1;MARIA LEA CANDAL POLI;MARIA LEA CANDAL POLI;RUA CORONEL BORDINI;224;;AUXILIADORA;90440002;4;1.0;22;431490;-30.02;-51.19;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;5369231;;1;1;LUCIANO COSTA SOARES;LUCIANO COSTA SOARES;R CARLOS SILVEIRA MARTINS PACHECO;10;804;CRISTO REDENTOR;91350300;4;1.0;22;431490;-30.02;-51.16;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;5378834;;3;1;OLHARE CLINICA DE OLHOS LTDA;OLHARE CLINICA DE OLHOS LTDA;RUA MOSTARDEIRO;157;CJ 908;INDEPENDENCIA;90430001;4;1.0;36;431490;-30.03;-51.21;2240;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;5379202;;3;1;UNICARDIO CLINICA CIRURGICA CARDIOVASCULAR LTDA;UNICARDIO CLINICA CIRURGICA CARDIOVASCULAR LTDA;AV PRINCESA ISABEL;370;;AZENHA;90620000;4;1.0;36;431490;-30.05;-51.22;2240;;Ambulatório;1.0;0;0;0;0;0;6;0;0;0;0;0
4,31491E+12;5333350;;3;1;PATOLOGISTAS REUNIDOS SERVICOS MEDICOS LTDA;PATOLOGISTAS REUNIDOS SERVICOS MEDICOS LTDA;PROTASIO ALVES;2754;;PETROPOLIS;90410006;4;1.0;36;431490;-30.04;-51.18;2062;;Ambulatório;1.0;0;0;0;0;0;2;0;0;0;0;0
4,31491E+12;9662022;;1;1;MARCIA NUNEZ DE ALBUQUERQUE;MARCIA NUNEZ DE ALBUQUERQUE;AVENIDA CRISTOVAO COLOMBO;1694;6 ANDAR SALA 601;FLORESTA;90560001;4;1.0;22;431490;-30.02;-51.21;4000;;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,31491E+12;9670033;;3;1;AKS SERVICOS MEDICOS SOCIEDADE SIMPLES;AKS SERVICOS MEDICOS;AVENIDA TAQUARA;564;CONJUNTO 405;PETROPOLIS;90460210;4;1.0;36;431490;-30.04;-51.18;2232;;Ambulatório;1.0;0;0;0;0;0;0;0;0;0;0;0
4,31491E+12;9578994;;1;1;MARCELO SIMONI SIMOES;MARCELO SIMONI SIMOES;RUA PADRE CHAGAS;415;601;MOINHOS DE VENTO;90570080;4;1.0;22;431490;-30.05;-51.23;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;9589651;;1;1;YUMI WAKAMATSU KUDEKEN;YUMI WAKAMATSU KUDEKEN;RUA RAMIRO BARCELOS;1954;305;RIO BRANCO;90035002;4;1.0;22;431490;-30.03;-51.21;4000;;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,31491E+12;9640134;;3;1;FUNDACAO UNIVERSITARIA MARIO MARTINS;FUMM;AVENIDA QUITO;68;;LINDOIA;91050340;4;1.0;36;431490;-30.01;-51.15;3999;;Ambulatório;1.0;0;0;0;0;0;2;0;0;4;0;0
4,31491E+12;9628657;;3;1;R R W REUMATOLOGIA SOCIEDADE SIMPLES LTDA;R R W REUMATOLOGIA;RUA FELIPE CAMARAO;426;APTO 603;RIO BRANCO;90035140;4;1.0;36;431490;-30.04;-51.2;2240;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;9636889;;1;1;PAULETE BOIANOVSKY;PAULETE BOIANOVSKY;AVENIDA IGUASSU;197;SALA 501;PETROPOLIS;90470430;4;1.0;22;431490;-30.04;-51.18;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;9630066;;3;1;MASI LABORATORIOS LTDA;MASI LABORATORIOS LTDA;GETULIO VARGAS;1490;LOJA 103;MENINO DEUS;90150004;4;1.0;39;431490;-30.06;-51.22;2062;;Ambulatório;1.0;0;1;0;1;0;0;0;0;1;0;0
4,31491E+12;9641521;;1;1;CAROLINA NADLER SILVA;CAROLINA NADLER SILVA;AVENIDA CAVALHADA;3164;SALA 216;CAVALHADA;91740000;4;1.0;22;431490;-30.1;-51.23;4000;;Ambulatório;1.0;0;0;0;0;0;0;0;0;1;0;0
4,31491E+12;9637419;;1;1;SILVANA CUENCA;SILVANA CUENCA;AV MARILAND;907;705;SAO JOAO;90440191;4;1.0;22;431490;-30.01;-51.19;4000;;Ambulatório;1.0;0;0;0;0;0;0;0;0;0;0;0
4,31491E+12;9652515;;1;1;ROSANI CARVALHO DE ARAUJO;ROSANI CARVALHO DE ARAUJO;AV CRISTOVAO COLOMBO;1636;203;FLORESTA;90560001;4;1.0;22;431490;-30.03;-51.22;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;9638083;;3;1;CIPRIANI SILVA SERVICOS MEDICOS LTDA;PARTMED PORTO ALEGRE;RUA RECIFE;36;4 ANDAR SALA 401;AZENHA;90880500;4;1.0;36;431490;-30.05;-51.22;2062;;Ambulatório;1.0;0;3;0;2;0;5;0;0;2;0;0
4,3149E+12;154601;;1;1;ELVIO BRUNO CAMPAGNOLO;ELVIO BRUNO CAMPAGNOLO;RUA GOMES JARDIM;201;315;SANTANA;90620130;4;1.0;22;431490;-30.05;-51.21;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,3149E+12;176907;9,29636E+13;3;3;MUNICIPIO DE PORTO ALEGRE;TENDA HOSPITAL VILA NOVA;RUA CATARINO ANDREATTA;155;;VILA NOVA;91750040;4;1.0;36;431490;-30.12;-51.21;1244;;Ambulatório;1.0;0;0;0;0;0;0;0;0;0;0;0
4,3149E+12;156337;;3;1;CENTRO GERIATRICO VITALIS;VITALIS MORADA SENIOR;RUA CARLOS HUBER;60;;TRES FIGUEIRAS;91330050;4;1.0;36;431490;-30.04;-51.17;2062;;Ambulatório;1.0;0;1;0;2;0;2;0;0;0;0;0
4,3149E+12;176850;9,29636E+13;3;3;MUNICIPIO DE PORTO ALEGRE;TENDA RESTINGA E EXTREMO SUL;AV JOAO ANTONIO DA SILVEIRA;3700;;LOMBA DO PINHEIRO;91796000;4;1.0;36;431490;-30.14;-51.13;1244;;Ambulatório;1.0;0;0;0;0;0;0;0;0;0;0;0
4,31491E+12;9463143;;1;1;SIMONE BRAGA CHEDI;SIMONE BRAGA CHEDI;RUA MOSTARDEIRO;333;SALA 201;MOINHOS DE VENTOS;90430001;4;1.0;22;431490;-30.02;-51.21;4000;;Ambulatório;1.0;0;0;0;0;0;2;0;0;0;0;0
4,31491E+12;9431853;;1;1;FABIANE CANALI FRAGA;FABIANE CANALI FRAGA;RUA 24 DE OUTUBRO;1440;1406;INDEPENDENCIA;90510002;4;1.0;22;431490;-30.03;-51.21;4000;;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,31491E+12;9565450;;3;1;SAUDE SUSTENTAVEL SERVICOS MEDICOS E ODONTOLOGIA EIRELI;CLINICA AMOR SAUDE;AVENIDA ASSIS BRASIL;6332;;SARANDI;91140000;4;1.0;36;431490;-30.0;-51.12;2062;;Ambulatório;1.0;0;1;0;1;0;7;0;0;2;0;0
4,31491E+12;9555161;;1;1;PATRICIA LIMA;PATRICIA LIMA;RUA DOS ANDRADAS;1519;SALA 84;CENTRO;90020011;4;1.0;22;431490;-30.03;-51.23;4000;;Ambulatório;1.0;0;0;0;0;0;0;2;0;0;0;0
4,31491E+12;9564764;;1;1;SANDRA DE LAVRA PINTO;SANDRA DE LAVRA PINTO;RUA FELIPE CAMARAO;751;606;BOM FIM;90035141;4;1.0;22;431490;-30.03;-51.21;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;9600361;;3;1;CLINICA MEDICA VITALY LTDA;CLINICA VITALY;RUA ANTENOR LEMOS;57;SALA 507;MENINO DEUS;90850100;4;1.0;36;431490;-30.06;-51.23;2240;;Ambulatório;1.0;0;0;0;0;0;4;0;0;0;0;0
4,31491E+12;9638377;;1;1;BRUNA DAVILA;BRUNA DAVILA;AV SATURNINO DE BRITO;1630;06;VILA JARDIM;91320001;4;1.0;22;431490;-30.04;-51.17;4000;;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,31491E+12;9552480;;1;1;JACQUELINE JACQUES;JACQUELINE JACQUES;RUA MOSTARDEIRO;333;SALA 213;INDEPENDENCIA;90430001;4;1.0;22;431490;-30.03;-51.21;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;9557784;;3;1;MARCON OFTALMOLOGICA EIRELI;2020 OFTALMOLOGIA;GOMES JARDIM;201;1206;AZENHA;90620130;4;1.0;36;431490;-30.05;-51.21;2062;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;9646094;;3;1;INSTITUTO DE SAUDE MBR;MIDA SAUDE;RUA TEOTONIA;201;;CAMAQUA;91900110;4;1.0;36;431490;-30.11;-51.24;3999;;Ambulatório;1.0;0;1;0;0;0;0;0;0;4;0;0
4,31491E+12;9504907;;3;1;LABORATORIO NOBEL S A;LABORATORIO SENHOR DOS PASSOS;AVENIDA ECONOMISTA NILO WULFF;275;CASA 911;RESTINGA;91790000;4;1.0;39;431490;-30.15;-51.15;2054;;Unidade de Apoio Diagnóstico;2.0;0;0;3;0;0;3;0;0;1;0;0
4,31491E+12;9667369;;3;1;HC ANESTESIOLOGIA CLINICA EIRELI;HC ANESTESIOLOGIA CLINICA;RUA TORRE DE PEDRA;60;;ESPIRITO SANTO;91770760;4;1.0;36;431490;-30.16;-51.22;2062;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;9431861;;3;1;CLINICA ODONTOLOGICA M H GOEBEL LTDA ME;CLINICA ODONTOLOGICA M H GOEBEL LTDA;AV ASSIS BRASIL;3535;1010;CRISTO REDENTOR;91010007;4;1.0;36;431490;-30.02;-51.16;2062;;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,31491E+12;9767746;;3;1;UNIMED PORTO ALEGRE COOPERATIVA MEDICA LTDA;CENTRO DE DIAGNOSTICOS UNIMED POA CARLOS GOMES;RUA JOAO CAETANO;207;;TRES FIGUEIRAS;90470260;4;1.0;36;431490;-30.03;-51.16;2143;;Unidade de Apoio Diagnóstico;2.0;0;0;1;10;0;26;0;1;0;0;0
4,31491E+12;9770046;;1;1;JULIANA MOTTA SEBBEN;JULIANA MOTTA SEBBEN;AV CORONEL LUCAS DE OLIVEIRA;1937;305;PETROPOLIS;90460001;4;1.0;22;431490;-30.04;-51.19;4000;;Ambulatório;1.0;0;0;0;0;0;0;0;0;0;0;0
4,31491E+12;9772618;;1;1;CELIA FERNANDES SANCHES;CELIA FERNANDES SANCHES;AV SOLEDADE;569;911;TRES FIGUEIRAS;90470430;4;1.0;22;431490;-30.03;-51.18;4000;;Ambulatório;1.0;0;0;0;0;0;2;0;0;0;0;0
4,31491E+12;9774904;;3;1;CLINODENTE CLINICA ODONTOLOGICA LTDA;CLINODENTE CLINICA ODONTOLOGICA;RUA URUGUAI;300;9 ANDAR;CENTRO;90010140;4;1.0;36;431490;-30.03;-51.23;2062;;Ambulatório;1.0;0;1;0;0;0;0;6;0;0;0;0
4,31491E+12;9775722;;3;1;CLINICA ORTOPEDICA MARILAND SS;ORTOPEDIA MARILAND;AV MARILAND;907;1103;AUXILIADORA;90440191;4;1.0;36;431490;-30.02;-51.19;2232;;Ambulatório;1.0;0;1;0;0;0;5;0;0;0;0;0
4,31491E+12;9781781;;3;1;UNIMED PORTO ALEGRE COOPERATIVA MEDICA LTDA;UNIDADE DE ATENDIMENTO PEDIATRICO;AV CRISTOVAO COLOMBO;545;TERREO;FLORESTA;90560003;4;1.0;36;431490;-30.03;-51.21;2143;;Ambulatório;1.0;0;1;0;24;0;22;0;0;0;0;0
4,31491E+12;9748814;;1;1;ROGERIO GASTAL XAVIER;ROGERIO GASTAL XAVIER;AV CARLOS GOMES;1286;305;PETROPOLIS;90480001;4;1.0;22;431490;-30.03;-51.18;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,31491E+12;9761268;;3;1;NSTITUTO MUNICIPAL DE ESTRATEGIA DE SAUDE DA FAMILIA;IMESF;LOUREIRO DA SILVA;2001;803;CENTRO HISTORICO;90050240;4;1.0;71;431490;-30.04;-51.22;1279;;Central de Gestão em Saúde;22.0;0;0;0;0;0;0;0;0;0;0;0
4,31491E+12;6748724;;1;1;GEORGIA FRANCO BECKER;GEORGIA FRANCO BECKER;AV GETULIO VARGAS;1594;707;MENINO DEUS;90150000;4;1.0;22;431490;-30.06;-51.23;4000;;Ambulatório;1.0;0;0;0;0;0;0;0;0;1;0;0
4,31491E+12;6830978;;3;1;LABORATORIO BIOCLINICO DA REGIAO SERRANA LTDA;LABORATORIO BIOCLINICO DA REGIAO SERRANA LTDA;RUA SETE DE SETEMBRO;1096;501;CENTRO;90010191;4;1.0;39;431490;-30.03;-51.23;2062;;Unidade de Apoio Diagnóstico;2.0;0;1;0;0;0;0;0;0;2;0;0
4,31491E+12;9578978;9,29699E+13;3;3;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;CECOL FAR UFRGS;RUA RAMIRO BARCELOD;2500;;SANTA CECILIA;90035003;1;3.0;43;431490;-30.04;-51.21;1104;;Ambulatório;1.0;0;0;0;0;4;0;0;0;0;0;0
4,31491E+12;9590412;;1;1;MARIA CLAIR FIGUEIRA OLIVEIRA RIBEIRO;MARIA CLAIR FIGUEIRA OLIVEIRA RIBEIRO;16 DE JULHO;42;504;SAO JOAO;90550020;4;1.0;22;431490;-30.01;-51.19;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,3149E+12;2923653;;3;1;PRIORITA NUTROLOGIA AMBULATORIAL E HOSPITALAR EIRELI;PRIORITA;GOETHE;71;SALA 908;RIO BRANCO;90430100;4;1.0;36;431490;-30.03;-51.2;2062;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,3149E+12;2941597;;3;1;LABORATORIO FELIPPE LTDA;LABORATORIO FELIPPE;JOAO PESSOA;1468;;FARROUPILHA;90040001;4;1.0;39;431490;-30.04;-51.21;2062;;Unidade de Apoio Diagnóstico;2.0;0;0;0;0;1;0;0;0;0;0;0
4,3149E+12;2955873;;1;1;ROBERTA MARTINS COSTA MOREIRA ALLGAYER;ROBERTA MARTINS COSTA MOREIRA ALLGAYER;GOMES JARDIM;201;305;SANTANA;90620130;4;1.0;22;431490;-30.05;-51.21;4000;;Ambulatório;1.0;0;0;0;0;0;0;0;0;1;0;0
4,3149E+12;2948486;;3;1;WAG CLINICA DENTARIA LTDA;ORAL BRASIL PORTO ALEGRE;DOM PEDRO II;1015;;HIGIENOPOLIS;90550143;4;1.0;36;431490;-30.02;-51.19;2062;;Ambulatório;1.0;0;0;0;0;0;0;2;0;0;0;0
4,3149E+12;985015;;3;1;HORIZONTES FONOAUDIOLOGIA E PSICANALISE LTDA;HORIZONTES PREVENCAO E TERAPIA;PROFESSORA CECILIA CORSEUIL;250;;TRISTEZA;91920570;4;1.0;36;431490;-30.12;-51.26;2062;;Ambulatório;1.0;0;0;0;0;0;0;0;0;3;0;0
4,3149E+12;2824353;;1;1;GIANE SICILIANI DA ROSA;GIANE SICILIANI DA ROSA;RUA VIGARIO JOSE INACIO;251;;CENTRO;90020100;4;1.0;22;431490;-30.03;-51.23;4000;;Ambulatório;1.0;0;0;0;0;0;0;0;0;1;0;0
4,3149E+12;4045645;;1;1;LILIAN SCUSSEL LONZETTI;LILIAN SCUSSEL LONZETTI;RUA MARIANTE;180;301;RIO BRANCO;90430180;4;1.0;22;431490;-30.03;-51.2;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,3149E+12;4097440;;3;1;GONCALVES CUNHA SERVICOS MEDICOS LTDA;GONCALVES CUNHA SERVICOS MEDICOS LTDA;DOS ANDRADAS;917;APT 804;CENTRO HISTORICO;90020005;4;1.0;36;431490;-30.03;-51.23;2062;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,3149E+12;3417719;;3;1;LABORATORIO ANALYSIS LTDA;ANALYSIS LABORATORIO;PROTASIO ALVES;5680;;PETROPOLIS;91310000;4;1.0;39;431490;-30.04;-51.15;2062;;Unidade de Apoio Diagnóstico;2.0;0;0;0;0;1;0;0;0;0;0;0
4,3149E+12;2972794;;3;1;TAMIRES DARTORA;TAMIRES DARTORA;GENERAL RONDON;1344;APT 509;TRISTEZA;91900121;4;1.0;36;431490;-30.1;-51.25;2062;;Ambulatório;1.0;0;0;0;0;0;0;0;0;1;0;0
4,3149E+12;2986876;;3;1;ACHEVEE ATENDIMENTO MEDICO LTDA;ACHEVEE;PROFESSOR DUPLAN;154;APT 203;RIO BRANCO;90420030;4;1.0;36;431490;-30.04;-51.2;2062;;Ambulatório;1.0;0;0;0;0;0;2;0;0;0;0;0
4,3149E+12;4079043;;3;1;NOVODENTE S A;NOVODENTE;CARLOS GOMES;222;CONJ 901;BOA VISTA;90480000;4;1.0;36;431490;-30.02;-51.18;2054;;Ambulatório;1.0;0;2;0;0;0;0;1;0;0;0;0
4,3149E+12;2968371;;3;1;ORGANIC CENTRO INTEGRADO DE SAUDE E SERVICOS DE FISIOTERAPIA;ORGANIC CENTRO INTEGRADO DE SAUDE;MATIAS JOSE BINS;210;;TRES FIGUEIRAS;91330290;4;1.0;36;431490;-30.04;-51.17;2062;;Ambulatório;1.0;0;0;0;0;0;0;0;0;1;0;0
4,3149E+12;2982668;;3;1;CASA DOS RAROS CENTRO DE ATENCAO INTEGRAL E TREINAMENTO EM;CASA DOS RAROS;SAO MANOEL;722;;RIO BRANCO;90620110;3;1.0;36;431490;-30.04;-51.2;3999;;Ambulatório;1.0;0;3;0;0;0;1;0;0;1;0;0
4,3149E+12;620742;;3;1;JULIA MARIA ROSTIROLLA SCHMITT;SANTULAN CLINICA MEDICA;OSVALDO ARANHA;1022;SALA 1002;BOM FIM;90035191;4;1.0;36;431490;-30.03;-51.21;2135;;Ambulatório;1.0;0;0;0;0;0;2;0;0;0;0;0
4,3149E+12;479993;;3;1;CONSULTORIO DE PSICOLOGIA METIS LTDA;CONSULTORIO DE PSICOLOGIA METIS LTDA;RUA VIGARIO JOSE INACIO;566;1405;CENTRO;90020110;4;1.0;36;431490;-30.03;-51.23;2062;;Ambulatório;1.0;0;0;0;0;0;0;0;0;2;0;0
4,3149E+12;658251;;3;1;MUNDKLINIK ODONTOLOGIA E SAUDE LTDA;MUNDKLINIK ODONTOLOGIA ESPECIALIZADA;VINTE E QUATRO DE OUTUBRO;435;CONJ 202;MOINHOS DE VENTO;90510002;4;1.0;36;431490;-30.03;-51.2;2062;;Ambulatório;1.0;0;0;0;0;0;0;1;0;0;0;0
4,3149E+12;658278;;3;1;SIMPLIMEDMETROPOLITANA SERVICOS MEDICOS LTDA;SIMPLIMEDMETROPOLITANA;MOSTARDEIRO;777;SALA 1401;RIO BRANCO;90430001;4;1.0;36;431490;-30.03;-51.2;2062;;Ambulatório;1.0;0;1;0;0;0;3;0;0;0;0;0
4,3149E+12;468983;;1;1;MARCELO LEAL TAFAS;MARCELO LEAL TAFAS;RUA GOMES JARDIM;201;504;SANTANA;90620130;4;1.0;22;431490;-30.04;-51.22;4000;;Ambulatório;1.0;0;0;0;0;0;1;0;0;0;0;0
4,3149E+12;474460;;3;1;GALT SERVICOS MEDICOS LTDA;GALT SERVICOS MEDICOS LTDA;AV LAGEADO;350;301;PETROPOLIS;90460110;4;1.0;36;431490;-30.04;-51.19;2062;;Ambulatório;1.0;0;0;0;0;0;2;0;0;0;0;0
4,3149E+12;648426;;3;1;CLINICA DO APARELHO DIGESTIVO LTDA;CLINICA DO APARELHO DIGESTIVOLTDA;PRAIA DE BELAS;2124;ANDAR 5 ANDAR CJ;MENINO DEUS;90110001;4;1.0;36;431490;-30.06;-51.23;2062;;Ambulatório;1.0;0;0;0;0;0;2;0;0;0;0;0
4,3149E+12;606316;;3;1;DIMED S A DISTRIBUIDORA DE MEDICAMENTOS;PANVEL FarmáciaS;SEVERO DULLIUS;90010;T1 N2 057;ANCHIETA;90200310;4;1.0;43;431490;-29.99;-51.17;2046;;Farmácia;8.0;0;0;0;0;3;0;0;0;0;0;0
